epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,408,1.95239,3.79279,2.27678,0.48062,0.20333,0.12969,0.06503,3.50501,4.64692,4.60915,0.00023685,0.00023685,0.00023685
2,806.22,1.56737,3.26442,1.95602,0.42275,0.14087,0.09479,0.04761,3.76754,4.45671,5.46807,0.000467015,0.000467015,0.000467015
3,1203.7,1.56783,3.06525,1.93216,0.3509,0.29,0.11538,0.06125,3.77875,4.77363,5.64339,0.000689326,0.000689326,0.000689326
4,1599.11,1.51479,2.89527,1.88532,0.36455,0.31458,0.28178,0.16804,3.74372,3.057,5.68704,0.000678657,0.000678657,0.000678657
5,1994.59,1.48431,2.75821,1.84722,0.45737,0.33926,0.19501,0.10906,3.62516,3.21971,5.56639,0.000666876,0.000666876,0.000666876
6,2389.85,1.46929,2.68231,1.82865,0.41174,0.35266,0.25393,0.1528,3.70937,4.02014,6.67984,0.000655095,0.000655095,0.000655095
7,2785.33,1.43258,2.63731,1.797,0.31235,0.37022,0.25253,0.14333,3.63868,3.2582,6.6298,0.000643314,0.000643314,0.000643314
8,3180.47,1.4223,2.57017,1.79328,0.57875,0.39911,0.36219,0.24153,3.60276,2.92724,6.21408,0.000631533,0.000631533,0.000631533
9,3576.27,1.40987,2.5056,1.77156,0.42954,0.46919,0.39669,0.24477,3.62382,3.20132,6.01309,0.000619752,0.000619752,0.000619752
10,3971.09,1.38751,2.43819,1.75896,0.57359,0.34719,0.39657,0.27381,3.64537,2.77404,6.70701,0.000607971,0.000607971,0.000607971
11,4366.51,1.36968,2.42702,1.74993,0.38611,0.4359,0.32139,0.22836,3.60029,2.82919,6.18285,0.00059619,0.00059619,0.00059619
12,4761.99,1.35613,2.3565,1.72394,0.52344,0.50393,0.47388,0.31022,3.62668,2.78105,6.15124,0.000584409,0.000584409,0.000584409
13,5156.92,1.36205,2.3081,1.7231,0.45578,0.53962,0.41807,0.29048,3.59273,2.66007,6.33357,0.000572628,0.000572628,0.000572628
14,5552.47,1.33212,2.30201,1.71449,0.50148,0.54828,0.43365,0.29729,3.57594,2.547,6.5796,0.000560847,0.000560847,0.000560847
15,5947.49,1.33035,2.24969,1.70138,0.44255,0.6603,0.49018,0.34451,3.58782,2.63892,6.75888,0.000549066,0.000549066,0.000549066
16,6343.04,1.3272,2.22668,1.70706,0.33579,0.60985,0.39033,0.28717,3.55259,2.47473,6.49704,0.000537285,0.000537285,0.000537285
17,6738.26,1.32249,2.25265,1.69888,0.5384,0.5452,0.38685,0.27727,3.53646,2.55122,6.35213,0.000525504,0.000525504,0.000525504
18,7135.37,1.30117,2.1878,1.66943,0.5038,0.66876,0.53617,0.39056,3.56732,2.41871,6.40598,0.000513723,0.000513723,0.000513723
19,7530.68,1.30462,2.19843,1.69534,0.38224,0.6425,0.39149,0.28022,3.5756,2.43556,6.57237,0.000501942,0.000501942,0.000501942
20,7925.6,1.277,2.15462,1.66674,0.43666,0.67964,0.45998,0.32458,3.5726,2.25722,6.1003,0.000490161,0.000490161,0.000490161
21,8320.79,1.27803,2.1227,1.66633,0.43443,0.59013,0.49696,0.35928,3.5678,2.29652,6.77257,0.00047838,0.00047838,0.00047838
22,8715.91,1.28472,2.15711,1.67019,0.41443,0.62407,0.48865,0.34119,3.53329,2.2127,6.31658,0.000466599,0.000466599,0.000466599
23,9110.87,1.26615,2.10232,1.65042,0.53263,0.56536,0.5155,0.38891,3.53019,2.16898,6.44335,0.000454818,0.000454818,0.000454818
24,9506.2,1.25661,2.04156,1.64366,0.42875,0.72369,0.53372,0.39608,3.47026,2.204,6.68839,0.000443037,0.000443037,0.000443037
25,9901.46,1.24874,2.04508,1.63909,0.44349,0.70882,0.5988,0.44572,3.563,2.23047,6.93068,0.000431256,0.000431256,0.000431256
26,10296.4,1.2478,2.03562,1.63635,0.41328,0.73773,0.57007,0.42152,3.51325,2.05326,6.58935,0.000419475,0.000419475,0.000419475
27,10691.4,1.24183,2.01484,1.62761,0.48316,0.66061,0.60473,0.4291,3.48813,2.39063,6.57169,0.000407694,0.000407694,0.000407694
28,11086.8,1.23693,2.01612,1.62708,0.42028,0.7131,0.49573,0.37181,3.53986,2.17062,7.02531,0.000395913,0.000395913,0.000395913
29,11482,1.23453,1.998,1.62518,0.42977,0.69916,0.50595,0.37269,3.57952,2.26719,6.78817,0.000384132,0.000384132,0.000384132
30,11877.4,1.20824,1.97882,1.60334,0.46234,0.69539,0.5837,0.44268,3.55456,2.09321,6.68469,0.000372351,0.000372351,0.000372351
31,12272.9,1.21404,1.97398,1.61124,0.47566,0.73545,0.64821,0.48557,3.53137,2.05606,6.67115,0.00036057,0.00036057,0.00036057
32,12668,1.21343,1.95272,1.61154,0.41792,0.76562,0.56966,0.43105,3.49032,2.10505,6.4386,0.000348789,0.000348789,0.000348789
33,13063.3,1.20087,1.9474,1.59937,0.41791,0.70156,0.51387,0.38904,3.51732,2.00096,6.64422,0.000337008,0.000337008,0.000337008
34,13458.3,1.19064,1.90699,1.58836,0.4501,0.71412,0.47429,0.34887,3.49705,2.05714,6.74268,0.000325227,0.000325227,0.000325227
35,13853.5,1.19573,1.91072,1.58847,0.4165,0.75045,0.5427,0.40708,3.54666,2.0519,6.8703,0.000313446,0.000313446,0.000313446
36,14249.2,1.17935,1.90884,1.58819,0.44957,0.72501,0.59553,0.4536,3.52993,2.05617,6.79481,0.000301665,0.000301665,0.000301665
37,14644.3,1.17539,1.8786,1.57226,0.44983,0.74224,0.56581,0.41521,3.50135,2.00376,6.78216,0.000289884,0.000289884,0.000289884
38,15039,1.16008,1.84752,1.57016,0.45761,0.77006,0.57538,0.43781,3.51695,1.90668,7.14093,0.000278103,0.000278103,0.000278103
39,15434.3,1.16928,1.86941,1.57354,0.4695,0.75718,0.63055,0.46572,3.62565,1.94316,7.28393,0.000266322,0.000266322,0.000266322
40,15829.7,1.16706,1.86125,1.5754,0.48952,0.71437,0.62254,0.474,3.46186,1.82852,7.02486,0.000254541,0.000254541,0.000254541
41,16224.6,1.15208,1.84315,1.56152,0.45878,0.72196,0.62624,0.48125,3.46758,1.94932,6.82529,0.00024276,0.00024276,0.00024276
42,16619.9,1.14909,1.83327,1.55635,0.5197,0.69952,0.60862,0.47386,3.50055,1.89624,7.0248,0.000230979,0.000230979,0.000230979
43,17015.2,1.14379,1.82346,1.55907,0.48164,0.69013,0.56299,0.43056,3.47642,1.9463,6.99445,0.000219198,0.000219198,0.000219198
44,17411,1.13846,1.80215,1.55338,0.47701,0.75904,0.53471,0.40406,3.48111,1.94758,7.1648,0.000207417,0.000207417,0.000207417
45,17806.8,1.12216,1.77487,1.53871,0.44889,0.72531,0.54061,0.4133,3.47213,1.94558,7.01796,0.000195636,0.000195636,0.000195636
46,18202.7,1.12758,1.78749,1.54584,0.48019,0.70711,0.58334,0.45076,3.47489,1.87273,7.04814,0.000183855,0.000183855,0.000183855
47,18598.1,1.11564,1.75918,1.53151,0.46405,0.78149,0.57327,0.4407,3.4615,1.89979,7.33229,0.000172074,0.000172074,0.000172074
48,18993.3,1.11294,1.77338,1.53235,0.45266,0.74074,0.55512,0.43062,3.4648,1.87861,7.34309,0.000160293,0.000160293,0.000160293
49,19388,1.11139,1.75671,1.53426,0.46456,0.75762,0.55928,0.43189,3.45079,1.93424,7.34035,0.000148512,0.000148512,0.000148512
50,19783,1.10635,1.76973,1.52893,0.52124,0.71221,0.61809,0.48006,3.46634,1.81857,7.30025,0.000136731,0.000136731,0.000136731
51,20175,0.84912,1.36187,1.38754,0.50588,0.71986,0.66162,0.51455,3.47609,1.93709,7.3112,0.00012495,0.00012495,0.00012495
52,20566.5,0.83182,1.24006,1.37337,0.46775,0.73858,0.55078,0.42826,3.49643,1.92924,7.39287,0.000113169,0.000113169,0.000113169
53,20958.2,0.79703,1.21476,1.34958,0.48295,0.73695,0.57958,0.45077,3.43263,1.87133,7.3731,0.000101388,0.000101388,0.000101388
54,21350,0.77996,1.17432,1.32854,0.48662,0.76547,0.55554,0.42293,3.46432,1.92821,7.4788,8.9607e-05,8.9607e-05,8.9607e-05
55,21741.8,0.77226,1.16973,1.32988,0.46689,0.74927,0.53133,0.42228,3.44609,1.90956,7.49974,7.7826e-05,7.7826e-05,7.7826e-05
56,22133.6,0.76047,1.14592,1.32582,0.44002,0.80762,0.53402,0.42053,3.44589,1.9049,7.46878,6.6045e-05,6.6045e-05,6.6045e-05
57,22525.3,0.74561,1.12996,1.31615,0.42701,0.8199,0.60816,0.47685,3.44868,1.87022,7.54205,5.4264e-05,5.4264e-05,5.4264e-05
58,22917.3,0.74488,1.11839,1.30488,0.44084,0.80585,0.5373,0.42096,3.45107,1.90045,7.55733,4.2483e-05,4.2483e-05,4.2483e-05
59,23309.2,0.7424,1.1268,1.30338,0.43523,0.8297,0.56012,0.43375,3.44094,1.87687,7.55732,3.0702e-05,3.0702e-05,3.0702e-05
60,23700.9,0.7384,1.1199,1.30366,0.48188,0.71545,0.58491,0.45169,3.43841,1.85737,7.53184,1.8921e-05,1.8921e-05,1.8921e-05
